user_id,invited,sign_up,kyc_initiated,kyc_completed,card_activated
88e43f540f5181fe56ad443327806d72,2016-01-15,2016-01-23,2016-01-23,2016-01-23,2016-01-29
171f7f930e71146e2bf9a071f1164149,,2016-01-25,2016-01-25,,
fbbc49fabd25c3c81ce0071558a9d13d,2016-01-12,2016-01-12,2016-01-12,2016-01-12,2016-01-16
0c6c65cbd4eb892408eaa2b9abe285a4,2016-02-02,2016-02-03,2016-02-03,2016-02-03,2016-02-06
653fcf0aecf6b61fad91ed6475773cd7,,2016-01-07,2016-01-08,2016-01-08,2016-01-13
6a8ada420f4bec64d393f6894eb0edd5,,2016-02-09,2016-02-11,,
715c8f045e175eb12139e840d80ee42b,,2016-02-07,2016-02-07,2016-02-07,2016-02-11
0040166d5ee53e810048cedbb999ca26,,2016-02-14,2016-02-14,2016-02-14,2016-04-07
81603390cd5f94a6f9af93f01e3d3441,,2016-01-26,2016-01-26,2016-01-26,2016-02-02
aa7d0ef0d4fd07f71715a462fb01ea47,,2016-01-09,2016-01-10,2016-01-10,2016-01-14
2bdbf8c68166ce1841202f2b08365b71,,2016-01-02,2016-01-03,2016-01-03,
1aed6df2062989122780cc79f0b6d4a5,,2016-02-03,2016-02-03,2016-02-03,2016-02-06
781beeb0f4bf4e259842ed398d86fa5f,,2016-01-28,,,
610ba5dbb1e9d4ce551e9f3d4c8c5532,,2016-01-30,2016-01-30,2016-01-30,2016-02-04
77b7cd9711d433e9d37e64bc5e991786,,2016-02-05,2016-02-05,2016-02-05,2016-02-11
35054ec6fa1d0f12762d15e1129ef3a9,,2016-02-02,2016-02-02,2016-02-02,2016-02-15
05aaaf4a67461abcb061cc43035059ee,,2016-01-20,2016-01-20,2016-01-20,2016-02-04
eab47315b6befc7f6135401f62108ae1,2015-12-18,2016-01-05,2016-01-05,2016-01-05,2016-01-12
f0d45539a96e8798160792c42f1a217c,,2016-01-29,2016-01-29,2016-01-29,2016-02-04
30aae0e71d919822f93c36cc97fb053e,,2016-01-17,2016-01-17,2016-01-17,2016-01-21
fdfc949ace071cdd45fca6cc6c9767e9,,2016-02-12,2016-02-12,2016-02-12,2016-02-20
9d86c0dd7bf613a002589d78025fd541,,2016-01-02,,,
f14ebb3a47dfbd4c95fc42dabb6814e0,,2016-01-28,2016-01-29,2016-02-11,2016-05-09
60d09de57debde86d142f778a03b8034,2016-01-27,2016-01-27,2016-01-27,2016-02-08,2016-02-17
4b1a9b6c75469820b2dfcc58919aff8a,,2016-01-20,2016-01-21,2016-01-21,2016-02-17
f69e149fee3d785b465b9bca2100a637,2016-02-04,2016-02-04,2016-02-08,2016-02-08,2016-02-13
0b35dce188be9a2d0df2d891b11f9041,,2016-02-09,2016-02-24,2016-02-25,2016-03-29
e007f75270964acdb620fdff1c163727,,2016-01-06,,,
ecb5b42a2d28c3ffa41a70c49eb31c6e,,2016-01-14,,,
caa2f10cf32c66c9a0e422b2b9c1b936,,2016-02-09,2016-02-09,2016-02-09,2016-05-26
81caea6bc28cd0354afda620030a1681,,2016-02-01,2016-02-02,2016-02-02,2016-02-06
42994801c03a473f0130863502c20799,,2016-02-02,2016-11-25,2016-11-25,
e8c315679bcf8e1dd6e9c5f5e0febb4d,,2016-01-04,2016-01-04,2016-01-04,2016-01-12
6b74eea41ad06ec605864e9c50ac3a06,2016-02-03,2016-02-03,2016-02-03,2016-02-03,2016-02-06
d5e7523585e3c9ec0301e6c1ba30f5b7,2016-01-25,2016-01-25,2016-01-25,2016-01-25,2016-05-05
da54daad0b855c9c93cbe4662d240afc,,2016-01-31,2016-02-01,2016-02-01,2016-02-06
989b21ae982636d1d0b475627c964f24,,2016-01-29,2016-01-29,,
ba54e6ce0fbf1c312b04b99bd933c0b0,,2016-01-01,,,
940dc066fdf43fc96ec1afbe6ec4f787,,2016-01-26,2016-01-26,2016-01-26,2016-01-29
bae5d0b21750d5a8d3578f3c14e4a52d,,2016-02-06,2016-02-23,2016-02-23,2016-03-22
568ccc5bc5bd97dfea73d165828c0c6f,,2016-02-01,2016-02-03,,
7d51bc469ca099ff4d34e271ae1c36ec,,2016-01-15,2016-01-15,2016-01-15,2016-01-21
b25fa491a74e0bada3a475212900b45a,,2016-01-28,2016-01-28,2016-01-28,2016-02-04
b7299b55aa87ff3d630f451e51eb3381,,2016-01-01,2016-01-01,2016-01-05,2016-02-10
ecc3927e418d6a2fad59d7ca924711f4,,2016-01-11,2016-01-12,2016-01-12,2016-01-16
7de15309bffe9574605d9712c0210571,,2016-01-06,2016-01-25,,
0f76340e22d46abaebda0f72fe352087,,2016-02-05,2016-02-05,2016-02-05,2016-05-13
e1de0f21e8e55cd9591f6550aeb42c45,,2016-01-02,,,
f3a18c51e5549a79be64862883eee66e,,2016-02-03,2016-02-03,2016-02-03,2016-02-06
2f2e8b4d5f77db7408cbfeda044f526a,,2016-01-29,2016-03-18,2016-03-18,2016-03-24
0229e922906d34691b44db2c15cbf861,,2016-01-30,2016-01-31,2016-01-31,2016-02-04
59dce71f26324ea71b65b5b285ebbeaa,,2016-01-31,,,
47b602ce49f20f12b3eb2ef8e2e01890,,2016-02-04,2016-02-09,,
5c5405e7bf91ddd04eb5cab34cf994c0,,2016-01-17,2016-01-17,2016-01-17,2016-08-19
5773f7684f604fa8b6f33f3d1cdfc7f7,,2016-02-06,2016-02-06,2016-02-06,2016-02-17
3fd922b3d88516c7d3ab8ab69dcca2c0,,2016-01-14,2016-01-14,2016-01-14,2016-01-20
d19be20522d70dcd1cbc9e9467557265,,2016-01-14,,,
babe8b90663db4b7e42f3a8e1c93278e,,2016-01-16,2016-01-16,2016-01-25,2016-02-03
23f2b9f15046d8c244851dff117c2b58,,2016-01-15,2016-01-15,2016-01-15,2016-02-04
c3bcccfc9d5e257f08935d81b63861f1,,2016-01-24,2016-01-30,,
a08b9a5877099f2f1e6e468a9b3b31e7,2015-12-25,2016-01-04,2016-03-30,2016-03-30,2016-05-06
bf830a040ae6cb8c270c8accba4b674d,,2016-01-01,2016-01-03,2016-01-03,2016-11-17
ce4d1c235814b6a4f0576237cc9cd5cb,,2016-01-11,2016-01-21,2016-01-30,
f0ab69e9ccd23ddedfd510b8c7232aa0,,2016-02-13,2016-02-13,2016-02-15,
1e6a8b23797e4b6fb3c4069e52734473,,2016-02-10,2016-04-11,2016-04-11,2016-04-18
2103dc7a96834ad3ab6f47d78f853ed6,2015-10-26,2016-01-23,2016-01-23,2016-01-23,2016-01-28
e928171379bc438f9d998a6a34e0d642,2016-01-04,2016-01-04,2016-01-04,2016-01-04,2016-01-13
ca42ded463bfb744c2438040e2f52536,,2016-01-19,2016-01-19,2016-01-19,2016-08-30
a26c5f217ae4b88c77804fee1791d5d7,,2016-02-02,2016-02-02,2016-02-02,2016-02-06
483f85c13ce0c8d75814a98b9673b050,,2016-02-03,2016-02-12,2016-02-12,2016-02-18
0a0ffc723243c7eb16333956425fb6d5,,2016-01-17,,,
6bc4373392dfcd9e764e2689cdd562e9,,2016-01-31,,,
fd30f40913a1816d2cee73de76c2c066,,2016-01-12,2016-01-18,2016-01-18,2016-01-22
708b5c5684e98936f8880d58601ac655,,2016-01-26,2016-01-26,2016-01-26,2016-02-02
6d39f4fecab80d1879442db360fc011e,,2016-01-07,,,
3202b9e913a72d33ee2ed3e51160ac48,,2016-02-01,2016-02-01,2016-02-02,2016-02-06
3de472c684f829bdc313a9d3804d35f3,,2016-02-04,2016-02-04,2016-02-04,2016-06-05
09be24413d4789a27b1f5045739fc12d,,2016-02-07,2016-02-07,2016-02-09,2016-02-12
67cd722a380aa00fc682bf32f85a4970,,2016-01-21,2016-01-21,,
e2204e2d0ca6ebc282f3d3b9c4eb61bc,,2016-01-28,2016-01-28,,
5ef1fde78b3b44e2844aaa75e3c92328,,2016-01-04,2016-01-04,2016-01-04,2016-01-13
f7185e01120f016e161076f0b80e75e7,,2016-02-10,2016-04-01,2016-04-04,2016-05-20
a91793d711031f2ae9238e406257621c,,2016-02-05,2016-02-05,2016-02-05,2016-02-12
e76c32f56d0e163b7edfb39da3566bdb,,2016-01-04,2016-01-04,,
47d28d2eeff820c3c81e3835d0608745,,2016-01-20,2016-01-20,2016-01-20,2016-01-26
8119fa336d7b67dca3edfa05cd453413,2016-01-15,2016-01-15,2016-01-15,2016-01-15,2016-01-22
c10b0b666afb5b724e5b61fd3b9a1ccf,,2016-01-07,2016-01-07,2016-01-07,2016-01-12
8e51671cff329f9d6dbeaadeebd71bc2,2016-01-10,2016-01-10,2016-01-10,2016-01-10,2016-01-15
529534bf2303a6a926ef734cd16acd3c,,2016-01-08,2016-01-08,2016-01-08,2016-01-14
aca80f651e8745b23d8061608ef34855,,2016-02-09,2016-02-09,2016-02-09,2016-02-17
25fe5f30febfcf3b9203296d3cfbb46d,,2016-01-12,2016-01-12,2016-01-12,2016-01-15
9fffa260235496d032361595d7e98b79,,2016-01-26,,,
402df3ece017d06af19efcd11195f588,,2016-02-04,,,
cce35aecce5c16da80f0af857cc3d985,,2016-01-12,,,
1e3d321f852b5ba1d35a6c858b236cb3,,2016-01-15,2016-01-15,2016-01-15,2016-07-08
bbaaf5465d3389bb76d2c91b81ba3165,2016-01-06,2016-01-15,2016-01-15,2016-01-15,2016-01-22
1c97d477fdf382e13a7018e84b93e546,,2016-01-04,,,
602a2fca9856a1c53adee201c32fc17a,,2016-02-06,2016-02-06,2016-02-15,2016-02-25
9388a18cf3915c5cb817d5ab2a3351a3,,2016-01-12,,,
b452453c1f32d302088b1c360deb39f4,,2016-02-09,2016-02-09,2016-02-09,2016-02-12
ca829ae2abdd08a5523008c9b78fe604,,2016-01-02,2016-01-02,2016-01-02,
30ec45c0475c17ed836436335150f631,,2016-02-12,2016-02-13,2016-02-13,2016-04-01
2f774d47f6b209d7e3b94a085f28c3d3,,2016-01-22,2016-01-22,2016-01-22,2016-01-28
d689f9b29552212b491fc657ea6def48,,2016-02-08,2016-02-08,,
175c1560671ffb8ffe840826479d6473,,2016-02-01,2016-02-17,2016-02-17,2016-02-20
058348eb9906cc04327443e862270ae6,2016-01-17,2016-01-17,2016-01-17,2016-01-17,2016-01-22
7ace303cc1be24b5c4de986f1d0bfed8,,2016-02-11,2016-02-11,2016-02-11,2016-02-16
6145e3806f9d61355b6d625149fa223b,,2016-01-07,2016-01-07,2016-01-07,2016-01-26
2014e68c82193bd5e9ed6a6ce52524f5,2016-01-03,2016-01-03,2016-01-06,2016-01-07,2016-02-04
7de8e8b9f6d46d745cec68ae24b968df,,2016-01-03,2016-01-05,2016-01-05,2016-01-13
b540bfae4666b5a98c32de4d94a46d49,2016-01-31,2016-01-31,2016-01-31,2016-01-31,2016-02-04
d23ef9594735c8a637454462b9eec15a,,2016-01-18,2016-01-18,2016-01-18,2016-11-04
296a247876f66ad7d205e9c747e4be44,,2016-02-04,2016-02-04,2016-02-04,2016-02-25
d8a95cca48bd896ca2196eb0e81bc7e0,,2016-01-31,,,
c13fb19a4bbc50807b921096fc996aed,,2016-01-11,2016-01-12,2016-01-12,2016-01-16
8cb5e61a64687017834662c94eb2c647,,2016-02-03,2016-02-03,2016-02-05,2016-02-10
cde5969dc2f19639d2da4f1d9c036fcb,,2016-01-10,2016-01-10,2016-01-10,2016-01-14
c3bd365e8d527c4df4ae45825b6e254e,2016-02-04,2016-02-08,2016-02-16,2016-02-16,2016-02-23
afb4c5c7937575b9fd2d86e1a4fee808,2016-02-09,2016-02-11,2016-02-11,2016-02-11,2016-02-17
55e94c7c9238b419a75dff2893ee5b8c,,2016-01-11,,,
5bf7e93af715811db4dbae458e5a9b6e,2016-01-21,2016-01-22,,,
0eff0ce29d5456d0bcdac9514ae034cf,,2016-01-16,2016-04-19,2016-04-26,2016-04-30
5f6240f8320e36fc86d1773ec2982b01,,2016-01-04,2016-01-06,2016-01-06,2016-01-13
c2961dbacc80d29068bdfe4b72ce33b2,,2016-01-21,2016-01-23,2016-01-23,2016-02-02
610ec4d242984cb2166d799ab106ff58,,2016-02-02,2016-02-02,,
284c73c307c6e7d8955ba1b8ffbe053a,,2016-02-03,2016-02-03,2016-02-03,2016-02-07
51daa98e9f577ca80eb79380d92c7271,2016-01-26,2016-01-26,2016-02-02,2016-02-02,2016-02-08
23edbe2ec092f03e1d9ebce80a1a9487,,2016-02-10,2016-02-10,,
1787ee4467d3bc04b0a733f4d7e632a4,,2016-01-16,2016-01-16,2016-01-19,2016-01-24
6704d8c55857f50a4d40318e20b1acb1,,2016-01-06,2016-01-06,2016-01-07,2016-04-28
17e8008fd1c895c4a4a186e564de9c9b,,2016-01-22,2016-01-22,2016-01-22,2016-02-10
37a5a56a46672609f821685fd64f75b5,,2016-01-22,2016-01-22,2016-01-22,2016-01-29
62fc971072c8ffc71061dd6365c5cbe3,,2016-01-03,2016-01-03,2016-01-03,2016-01-10
50499e6492737e174e1be87d11845781,,2016-01-02,2016-01-02,,
8a505fdf3d46dc13caf2a81beef42856,,2016-02-04,2016-02-05,2016-02-05,2016-06-02
b4615ed9f3f4a1dde59134d76a86fa56,,2016-01-03,2016-01-03,2016-01-03,2016-01-11
bcc7528b3900210d7197f0106c9ac06d,,2016-02-10,2016-02-10,2016-02-10,2016-03-15
9bbb02d7d5cb4783342832bf5b818d92,,2016-02-05,2016-02-05,,
70fc0057b793b3adaf02ceb282c0b6d8,,2016-01-03,,,
ab28698a0ae88650e786986cc1d9d18a,,2016-01-20,2016-04-11,2016-04-11,2016-04-27
491635e440a938cf1b4508128e583353,,2016-01-25,2016-01-25,,
9dcad0d6c36032e177b55891df40a3a8,,2016-01-15,2016-01-15,2016-01-15,2016-01-28
bf2768ee9759a62b251d350208a5cd49,,2016-01-31,2016-01-31,2016-01-31,2016-02-04
ff16f41ae522e8039e82780f16b46842,,2016-01-22,2016-01-26,2016-01-26,2016-07-27
f5eed2728b08a991552133999b794558,2016-02-13,2016-02-13,2016-04-13,2016-06-13,2016-06-26
0a5111ea33ff24ffb670dce3b1a6b684,,2016-02-04,2016-02-17,2016-02-17,2016-08-29
2f3362f5f4180e5a7c4e9f10e5bcd17d,,2016-01-02,2016-01-02,2016-01-05,2016-02-05
5b1fbd2fd3a855e528a4cc97ecbfd6a9,,2016-01-02,2016-01-03,2016-01-03,2016-01-11
c31e72d44d8963ad3d1ba7cda26151fe,,2016-02-08,2016-02-08,2016-02-08,
bb1f27e56124b9398295d669601e2251,,2016-01-28,2016-01-28,,
2a833bd59307bdae978db881afd253f2,,2016-02-09,2016-02-09,2016-02-09,2016-02-16
3ae3099abaf4c63903b8225f7c9cc122,,2016-01-05,2016-01-05,2016-01-05,2016-01-13
937c1719f59b587b9c8a051a99a4fd16,,2016-02-07,2016-03-12,2016-03-12,2016-04-12
ebf08ab7fe95dde4889a6b83dfe46761,,2016-01-07,2016-01-11,2016-01-11,2016-01-18
ef64897039c58965e3496fb14e2f4cc7,,2016-01-26,2016-01-26,2016-01-26,2016-01-30
f42032e5d696c318651f1051fb96b27f,,2016-01-05,,,
ec36dffdbc470754b36732ddc5747d3f,2016-01-25,2016-01-26,2016-01-27,2016-01-27,2016-02-02
8a0e71a45b6ebb3b435ce3d613e1afaa,2016-01-27,2016-01-27,2016-01-27,2016-01-27,2016-02-03
2b3de3870b4c7befec49acd9fb162998,,2016-02-06,,,
49d6c14a82a25d0c2331d54636808e3c,,2016-01-23,2016-01-23,2016-01-23,2016-01-28
9e59b1771a4916deb6d4bca10be856e9,,2016-02-11,2016-04-08,2016-04-10,
78d325701622f444d530506bed9388cd,,2016-01-27,,,
d257f000a16bf9f52f177953db77b051,,2016-02-05,2016-02-05,2016-02-05,2016-02-10
2010c866c34b1eb6766a25a8d04bf257,2016-01-25,2016-01-25,,,
df3632a5ce5a67f7c90f726dffb32f11,,2016-02-02,2016-02-02,2016-02-02,2016-02-07
feb6a10a0aa4e6c37c8fe6da1819fb78,2016-01-18,2016-01-19,2016-01-19,,
465e5fb9ec734d07f2f481734f75fea3,,2016-01-02,2016-01-02,2016-01-05,2016-10-24
69e20d701e660d958462f43322853e5e,2016-02-09,2016-02-12,2016-02-12,2016-02-12,2016-02-19
388f8fa5c318abd3da42a95ab68297c4,,2016-01-08,2016-01-08,2016-01-08,2016-02-19
00f421b5c1304ec4fa7f96de1dab5cc7,,2016-01-26,2016-01-26,2016-01-26,2016-02-19
0ce021394fcd2e83587445bdc44d827f,,2016-02-13,2016-02-13,2016-02-13,
9b76dff4f518e72af1af9482795ba9b4,,2016-01-28,2016-02-23,2016-02-23,2016-07-12
ecd9da23d160b1fee218bbfeb0e2519d,2016-01-27,2016-01-27,,,
6bf15b31ddbcd18426225e3bb87c12e6,,2016-02-11,,,
9c51e05735befdbdc6c89f3e02569ee8,,2016-02-03,2016-02-03,,
d6b93e030c192fdaa4b37b11033a71be,,2016-01-06,2016-01-06,2016-01-06,2016-01-12
f48356b73b168ff42ba75d5820735fa4,,2016-01-23,2016-03-21,,
45f0b208a5909ac053534008dbd10c94,2015-12-24,2016-01-03,2016-01-04,2016-01-04,2016-01-15
c93054af4c92f5344c4ac5b977c20884,,2016-01-16,2016-01-16,2016-01-16,2016-01-23
57f14d44485b3eb587c426fb8698c882,2016-01-15,2016-01-29,2016-02-01,2016-02-01,2016-02-15
7919bca4874cb73c8aeed6c564534470,,2016-02-02,2016-02-02,2016-02-02,2016-02-06
7b96cc6f8d20b66715ab1549e32b9ecd,,2016-01-29,,,
9592af915152e2e3a85a2e83d5b1c0ad,,2016-01-01,2016-01-04,2016-01-04,2016-01-13
645e4eac9967c57f78badd4108baee83,,2016-02-13,2016-02-13,2016-02-13,
7e8a45703227c273a1a6b07bc1ae0c6d,,2016-01-27,,,
2128de464a569cdc6d434ef144ea1436,,2016-02-12,2016-02-13,2016-02-13,2016-02-18
741b39ffb92505a1b704eee87cb670a8,,2016-01-27,2016-01-28,2016-01-28,2016-02-17
05395d93dc3c69cd2df34fa2e00374b5,,2016-02-10,2016-02-27,2016-02-27,2016-03-02
26d2e1dd563a264a10d09add3e973272,,2016-02-08,,,
59e94d38b27f73746c16b4f7e4144090,,2016-01-27,2016-01-27,2016-01-27,2016-02-07
9d3bab1ed2601c603d69f38679cb8c04,,2016-02-07,2016-02-09,2016-02-09,2016-05-23
779ad2709e1ac0cfd08a26cd906db132,,2016-02-08,2016-02-08,2016-02-08,2016-02-16
91514e2b7bb412994346567b5f6d689e,,2016-01-04,2016-01-07,2016-01-07,2016-01-14
7cc1641cec4d74c8e68b45fd156b2da1,,2016-01-18,,,
2fb35b71b4be04156ff0195913e70730,,2016-02-07,2016-02-07,2016-02-07,2016-02-12
e9356a554003ac35c1188bf441a6c350,2016-01-27,2016-01-27,,,
0966d362cf1c6da137fcfaeb9539c159,,2016-01-06,2016-01-06,2016-01-08,2016-01-14
2ff2dcab7d3158214039d0138e24265e,,2016-01-25,2016-01-26,2016-01-26,2016-04-07
2a272aef02482e5dcca2a9af3dacc6f6,,2016-01-20,2016-01-20,2016-01-20,2016-01-27
bbc80bd91a6aea76713334fdd8cc6586,,2016-01-31,,,
a4f7cd4e7df3a5185755e5bde9e153ad,,2016-01-08,,,
90d340fb75b8d8c640e55aed024db123,,2016-02-03,2016-02-03,2016-02-03,2016-02-10
f9790f69cfd02508c4b8fd6f6ecb7e63,2016-01-23,2016-01-23,2016-01-23,2016-01-23,2016-01-28
bc9beaa25a68d87ad8deaad3057874d5,,2016-01-15,2016-01-21,2016-01-21,2016-01-27
319242501767ee4e8dce307bac96ca11,,2016-01-26,2016-01-28,2016-01-28,2016-02-02
abc30f52c31272b8a7a8b7ed9b3b5ac3,,2016-02-08,,,
e50b9f78bb48723973382b4a72f74d20,2016-01-15,2016-01-25,2016-01-25,2016-01-25,2016-02-01
bf8bcc000e9d65e7be8a26b12bf95549,,2016-02-06,2016-02-08,2016-02-08,2016-02-15
4967b2914882df7f7bda46919a8f35a4,,2016-02-05,2016-02-07,,
58e361fe9c2be205cecd031e3349f220,,2016-01-02,2016-01-02,2016-01-02,2016-04-14
2f7a7d3ff332972ce217551c1166215c,,2016-01-10,2016-01-10,,
7d9b87691c056bc918da12def7785bd8,,2016-02-12,2016-02-12,2016-02-15,
f7f21aa6660ff2a5785a302c3d167edb,,2016-01-06,2016-01-06,,
826b40bbeeaf805c6c53bc117801d3b7,,2016-01-21,2016-01-21,2016-01-21,2016-01-29
f6a4dbab47c33c21e7967fc3e94f99c4,,2016-02-04,2016-02-09,2016-02-09,2016-02-18
2eef22b6fc2e582d9746d0589ff53d31,,2016-01-10,,,
6100cce4bd84d562490412dbe6d987ab,2016-01-04,2016-01-04,2016-01-04,2016-01-04,2016-01-12
79f1f92738d6c3d79e6398cf58e16121,,2016-02-06,2016-02-06,2016-02-06,2016-02-11
c59ff28dace579ee0aa829297de1799c,,2016-01-21,2016-01-25,2016-01-25,2016-01-30
fdc555d3ad345e9e016fe3cfa1cc2d6f,,2016-02-07,2016-02-07,2016-02-07,2016-02-11
e5acc01104806a5e496bcd89ed233fad,,2016-01-02,2016-01-05,2016-01-05,2016-01-12
