,user_id,type,date,invited,sign_up,kyc_initiated,kyc_completed,card_activated
157,426f9cac42b1471d5278eab732fe2a41,CT,2016-01-29,,2016-01-27,2016-01-27,2016-01-27,2016-02-02
158,6954445b46c89999291713ecf327860f,CT,2016-02-05,,2016-01-22,2016-01-22,2016-01-22,2016-02-02
159,3263c0bbff6bba657ad2a140ab331176,PT,2016-02-18,,2016-01-24,2016-01-24,2016-01-24,2016-02-16
160,3a6c4eda189d21ae4464675751f9171e,CT,2016-01-08,,2016-01-05,2016-01-05,2016-01-05,2016-01-13
161,b4b683dd0ae323a360a582d19a041ee1,CT,2016-02-19,,2016-02-12,2016-02-12,2016-02-12,2016-02-18
162,e008b502e698fe3114a147944dbde3d6,PT,2016-02-27,,2016-02-07,2016-02-16,2016-02-17,2016-02-20
163,76348b0b8e28f62a31ac2e51ad8c6a6d,DT,2016-03-13,,2016-02-11,2016-02-22,2016-02-22,2016-02-25
164,d3c7f9da9de66a3602f5d5d73a1a87a7,CT,2016-01-27,2016-01-13,2016-01-13,2016-01-13,2016-01-13,2016-02-15
165,0da5b70d34a81e5785aa52966599ca63,DT,2016-01-31,,2016-01-05,2016-01-05,2016-01-06,2016-01-12
166,f60d0f8429c37bdff3ad35a8f5f7ce91,DT,2016-03-03,,2016-02-02,2016-02-02,2016-02-16,
167,3972b374308f278851fd5df676fe0342,DT,2016-03-14,,2016-01-29,2016-01-29,2016-01-29,2016-02-12
168,a0819530d6730b8c62b17dbb25974a6d,DT,2016-02-17,,2016-01-31,2016-01-31,2016-01-31,2016-02-17
169,8c7b99f40cffc89c7bea001934f76305,PT,2016-03-02,,2016-02-11,2016-02-11,2016-02-11,2016-03-02
170,58fabb59349c4239af014bce8f0bfe90,PT,2016-02-02,,2016-01-03,2016-01-03,2016-01-05,2016-01-12
171,13afd7ea6cb3ab8d63651ee1e647ccb9,CT,2016-02-17,,2016-02-11,2016-02-12,2016-02-12,2016-02-17
172,5e9ee034d3b8e7143a5ad2943674a440,CT,2016-02-26,,2016-01-16,2016-01-21,2016-01-21,2016-01-27
173,8bd12f3ea2f6954ec2eec72f22c31114,CT,2016-02-10,,2016-02-08,2016-02-08,2016-02-08,2016-02-13
174,33eef420d03a5c87d3db500d23569113,CT,2016-02-16,2015-11-26,2016-01-21,2016-01-27,2016-01-27,2016-09-01
175,49d5e264106a59a3093473d4a6125f32,CT,2016-03-08,2016-02-10,2016-02-10,2016-02-10,2016-02-12,2016-03-02
176,71ec02c9cd0508b188044edab7371930,CT,2016-02-10,,2016-02-02,2016-02-02,2016-02-02,2016-02-08
177,a84b45583513bfc5420f4c5d3a77ef19,DD,2016-03-10,,2016-02-06,2016-02-06,2016-02-06,2016-04-19
178,ff80b5d8fbeed12d1ead13e072f1e3fd,CT,2016-01-12,,2016-01-07,2016-01-07,2016-01-07,2016-01-26
179,5af36529f83840ee6c4d1c117f0e0eb2,CT,2016-03-02,,2016-01-29,2016-01-29,2016-01-29,2016-02-09
180,36f9977e892c663f7c324ff3239f2bf8,CT,2016-01-15,,2016-01-07,2016-01-07,2016-01-07,2016-01-13
181,2bc27ea3794fa287b79694f79a29bad3,DT,2016-10-11,,2016-01-12,,2016-03-12,2016-03-24
182,c243c1a330dffe0f4dd57a2aa44b1b2d,CT,2016-05-02,,2016-02-11,2016-02-25,2016-03-05,2016-04-08
183,7b9bb9cb10a4bd2d31ac2c0914d9fcaf,CT,2016-01-25,2016-01-03,2016-01-03,2016-01-05,2016-01-06,2016-01-13
184,11747a2d05387525dc402bd4b569e9d3,PT,2016-02-09,,2016-01-06,2016-01-06,2016-01-06,2016-01-15
185,3df2f5b19b1b6a746d26e21b76140ac0,CT,2016-02-03,,2016-01-26,2016-01-31,2016-01-29,2016-02-05
186,d29136931c58f1d22d6455e2f35bb93d,CT,2016-02-02,,2016-01-13,2016-01-15,2016-01-15,2016-05-24
187,bbeb29a740d90db0935acac2b90dc981,CT,2016-04-07,2016-02-10,2016-02-10,2016-02-16,2016-02-16,2016-07-30
188,7bb6dc90b770275b6e9407e49a192504,PT,2016-03-02,,2016-02-12,2016-02-13,2016-02-13,2016-02-19
189,e8d14dc71754b21b9a36fe06a2eb1883,FT,2016-09-02,2016-01-22,2016-01-22,2016-01-22,2016-01-22,2016-01-28
190,72b6f13bf22e05a1928b4280d533618f,PT,2016-02-12,,2016-02-09,2016-02-09,2016-02-09,2016-02-12
191,191a5a33cbb4d32afd7b3d74ea333d1d,PT,2016-02-13,,2016-01-09,2016-01-09,2016-01-09,2016-02-12
192,5bf5689459f1b165159fcab3bde385a0,CT,2016-02-10,,2016-02-09,2016-02-09,2016-02-09,2016-02-12
193,e6af876260bb73dcb979712777477baa,PT,2016-03-08,2015-12-08,2016-01-02,2016-01-30,2016-02-03,2016-02-09
194,7700b62e2035dd9bc25d94e5d5c7f8ec,DD,2016-09-14,2016-02-02,2016-02-02,2016-02-08,2016-02-08,2016-02-11
195,a4394ae75d65c5ff89517e0bb8745850,PT,2016-02-08,,2016-01-26,2016-01-26,2016-01-26,2016-01-30
196,319242501767ee4e8dce307bac96ca11,DT,2016-02-09,,2016-01-26,2016-01-28,2016-01-28,2016-02-02
197,16102164d57657c610db9069c4952da8,FT,2016-03-11,,2016-01-25,2016-02-20,2016-02-20,2016-02-27
198,731f6b3e039b10158a0d305e398ff828,CT,2016-01-26,,2016-01-21,2016-01-21,2016-01-21,2016-01-28
199,9e90af21d087e338c0799e055063ecfb,CT,2016-02-03,,2016-01-31,2016-02-01,2016-02-01,2016-02-09
200,2699519c989d286069b2ca5f4dae1ed9,CT,2016-02-25,,2016-02-05,2016-02-05,2016-02-08,2016-02-25
201,d1e57efc65ffb769ed20b67a5f6c32e3,CT,2016-03-11,2016-01-27,2016-01-27,2016-01-28,2016-02-18,2016-03-10
202,107528d094284bc941d7ec077e90f890,PT,2016-01-23,2015-12-03,2016-01-01,2016-01-01,2016-01-01,2016-01-12
203,c2c36b94760ac636aaba034437ce3169,FT,2016-02-03,,2016-01-29,2016-01-29,2016-01-29,2016-02-05
204,4e8ec97716e8465e39f9fc816f1a71cc,CT,2016-03-15,,2016-01-05,2016-03-12,2016-03-12,2016-03-30
205,6371edb925dc4442c6fd0c17bd864e58,DD,2016-07-01,,2016-01-21,2016-01-21,2016-01-21,2016-01-27
206,0c00de0db758ad6b6231087974033ffc,PT,2016-02-21,,2016-02-11,2016-02-11,2016-02-11,2016-02-16
207,bc07b2dfc79d06e5af16569e54c3ae27,FT,2016-03-03,2016-01-16,2016-01-16,2016-01-16,2016-01-23,2016-02-11
208,b7ffd585886f095a1e7b98bb6d6f7664,PT,2016-01-28,2016-01-01,2016-01-01,2016-01-04,2016-01-04,2016-01-13
209,8757efc65ff26b17ec175a89ebacda77,CT,2016-02-09,,2016-01-11,2016-01-11,2016-01-12,2016-03-24
210,ebc0a71ab3eeebe494bc87bd7f624091,CT,2016-01-19,,2016-01-11,2016-01-15,2016-01-15,2016-01-21
211,80a419f3cb3f1fbc000c8e6a213ed219,CT,2016-02-17,,2016-01-16,2016-02-02,2016-02-02,2016-11-08
212,17faf974bb8e46e133609f45d44e3148,CT,2016-01-26,2016-01-16,2016-01-16,2016-01-16,2016-01-16,2016-02-03
213,56ceb9162d5bff010d4618bcab82b714,DD,2016-02-23,2016-01-31,2016-02-02,2016-02-08,2016-02-08,2016-02-16
214,d360ed929171b2c7f4cefd73b356a932,FT,2016-02-17,,2016-02-05,2016-02-05,2016-02-08,2016-02-22
215,d97585241c0bec33de1cefac32007eaf,PT,2016-02-14,,2016-01-28,2016-02-03,2016-02-03,2016-02-09
216,80f99795f3a352dd87b6e7d1315939aa,CT,2016-01-28,,2016-01-23,2016-01-23,2016-01-23,2016-01-30
