user_id,type,date
bba14b431ab5e3106ff5bf6e5757015f,FT,2016-02-16
bb3c208bcf6114fa767a2adbb2514042,PT,2016-02-09
e8554cc91585603ac8624639071294d7,DT,2016-08-16
9e3f4639fa24b6550f9184655f09f20b,PT,2016-02-19
d9d96146dbd02f99b2619bb4b2c6d3fc,CT,2016-03-14
21233a34c59a1e9a64f7da4924610b52,PT,2016-02-01
5a4bd4551b93d97676ce0c8791f3172e,FT,2016-02-15
ae617176744bcdef2b110eed44224eae,DD,2016-11-18
9dc981d6751bdb5c7656c06334e79f58,DT,2016-03-14
fcc3ee0c765afba541f1f79715d827f0,PT,2016-01-30
13ac432877114332543022b94ab125ac,DT,2016-03-01
722aa258c0de3236d72514324a037499,CT,2016-01-26
f4877079d2366d1b5a13d2f46762415f,CT,2016-01-26
5b8f919197e992e2b5b0440cdae76e81,CT,2016-02-04
52f7ce3c0919e57f26b5c62ada817ed3,DD,2016-06-13
989e96b9336747c684eb773baac8368b,DT,2016-11-16
6d5b1608e25e130708fce14d150d0d38,CT,2016-02-26
ae6f90884e18ff9332f763bdcd81cad4,DT,2016-05-27
c966bca4180e35b97cd442aa213f1583,DT,2016-08-03
59f18120d8be9b516b76917e638ab0d8,CT,2016-01-14
166ac67938b6099091da5179035625d8,CT,2016-01-29
3cec0bc6b0943dcb7f71333735b21990,PT,2016-02-22
be212131d0480a764253187bd038a348,PT,2016-02-25
1aaf08ff3ee1ef6c650915c949e6559e,DT,2016-02-03
c060a2123bc0039a1919e1234f4b38fa,DT,2016-01-21
71f3af0ce96208dd06a5eb752bf657d4,FT,2016-02-15
1e18d2874d999f3fa37c104eb33aaa8f,CT,2016-02-09
ef2cbbe3088ad7af81fac8cc6cedd3a8,PT,2016-03-11
b72fba74b940ee214d57e18a5d28d997,DT,2016-11-15
01c6c9a637fd70ad2b0873161455c905,DD,2016-02-23
199eb656e250ed11645a39b43a11b1cc,PT,2016-02-29
5ba446a48316cc3bfb70a6afc2559a2d,CT,2016-01-13
51fea53d9cd0e681bd045f432fee3149,CT,2016-03-10
04abee72070336773c487e9180d70575,FT,2016-06-07
3a56c939e86f040f044f700973664626,CT,2016-03-02
42505f8e22dc2174bd7f4d97e66932b2,CT,2016-01-11
69a3b1b39a210373b5a0e58e7b622a86,CT,2016-01-27
3e7baf1cf07ee3d2617d578c691fc23f,CT,2016-02-17
df063eb53e46c99117a2b28ebca01ca3,DD,2016-09-20
d972ae6cb98fdb180e9fa3fb2a1573ff,CT,2016-04-01
a2eff8c7f1b36ae2df38dd6f2cd04e94,CT,2016-02-03
027f09a56e54fa72c85764d0f707ddb2,PT,2016-01-16
55e615e77b902916a1b425b436825b96,CT,2016-01-26
705a8131b0fef9c0b4c88e8064f83b35,PT,2016-09-22
57aaa47e058776aa966b0eb0d5fd1dfd,DD,2016-07-01
b0316ff171102c0b147c6e64435d408c,CT,2016-01-02
da21f22aa77a2a865516c9ca226f86c5,CT,2016-05-04
2a76ef4661c305fd6d320447c87000f3,PT,2016-02-12
51a826a6118fda1970f5c6af5236dae7,FT,2016-02-02
550d9087eb360f8db967fdc9da75b37c,CT,2016-02-02
07ebf019363fefceffa85b3c06c8f4b1,DT,2016-04-07
aa6e3bba0f2c9a7a792b9dc2227569c3,PT,2016-02-23
31987a37dc4fc86e866627b5f0a1187a,DD,2016-01-15
928e24da3dd6cb24bc6313bc4f6915df,PT,2016-03-12
9da199a0cbb51bee39a7c6f58e187ce6,CT,2016-07-27
52971d6b4ba43c34ba5eda47b7de5b42,PT,2016-05-24
7ab3a41f34231007206d9d454342bea9,DD,2016-03-03
3fc75fb01e630115c0f268c94251436b,PT,2016-02-24
21c482c93571c59fbf707bd65b43f79c,PT,2016-08-24
10d2978cd337f12bedbb3c018133d234,PT,2016-02-10
8a359d82b767d550ed2049d0b1cd4cf1,CT,2016-02-09
a11f677107137af92781ad4ace045a5c,DT,2016-02-25
141040852c49a773d651f60c02752655,DD,2016-01-29
28326e5b19cff620c612d558631f3afd,PT,2016-11-01
b144bcc3077e6b9036d54337664fbf7e,DT,2016-02-06
d84cf1393d7366c7bce3fc0b7e7f25a9,PT,2016-01-31
71e41ed89615346f3030e97d88557906,DT,2016-03-01
8135290842e4e14a4b95485e962cf8a2,CT,2016-01-29
4b004d9f7d1cc344d7dff4f63894e31b,CT,2016-01-25
a1988ab635354801b79ce1c683e7088b,PT,2016-02-16
74ab301dbdd4633461c32fd2c22266b8,DD,2016-07-01
7ec1e92baedd357423fc3a46c21d1628,DT,2016-02-24
020705a6048f87b5e085a25a6ac97d24,CT,2016-02-15
f79303c82059972a903a9f5fdab1763f,DT,2016-03-17
8d6e05d5f4fca18ff0573adef2e43197,DT,2016-10-21
137c205cacf848a1e352c6f330ef60c9,CT,2016-02-09
32714f2ae690f4424c009b4661fdc9a3,CT,2016-06-23
9fe73a65d1a475ab0e30675bc9fad9f1,DD,2016-03-08
b30beeccdf674b2ec26265508ebdb453,PT,2016-02-06
986d4719b603c3ceaa4428b335974160,DD,2016-03-04
0dfc1763bfb92e47dc903f60fcbaf7a1,FT,2016-03-15
6b87d6c265961d75f8f916bde99d0c33,CT,2016-02-03
b6ff65945f5499c69f11aee7f6cb6ff9,DD,2016-10-18
426f9cac42b1471d5278eab732fe2a41,CT,2016-01-29
6954445b46c89999291713ecf327860f,CT,2016-02-05
3263c0bbff6bba657ad2a140ab331176,PT,2016-02-18
3a6c4eda189d21ae4464675751f9171e,CT,2016-01-08
b4b683dd0ae323a360a582d19a041ee1,CT,2016-02-19
e008b502e698fe3114a147944dbde3d6,PT,2016-02-27
76348b0b8e28f62a31ac2e51ad8c6a6d,DT,2016-03-13
d3c7f9da9de66a3602f5d5d73a1a87a7,CT,2016-01-27
0da5b70d34a81e5785aa52966599ca63,DT,2016-01-31
f60d0f8429c37bdff3ad35a8f5f7ce91,DT,2016-03-03
3972b374308f278851fd5df676fe0342,DT,2016-03-14
a0819530d6730b8c62b17dbb25974a6d,DT,2016-02-17
8c7b99f40cffc89c7bea001934f76305,PT,2016-03-02
58fabb59349c4239af014bce8f0bfe90,PT,2016-02-02
13afd7ea6cb3ab8d63651ee1e647ccb9,CT,2016-02-17
5e9ee034d3b8e7143a5ad2943674a440,CT,2016-02-26
8bd12f3ea2f6954ec2eec72f22c31114,CT,2016-02-10
33eef420d03a5c87d3db500d23569113,CT,2016-02-16
49d5e264106a59a3093473d4a6125f32,CT,2016-03-08
71ec02c9cd0508b188044edab7371930,CT,2016-02-10
a84b45583513bfc5420f4c5d3a77ef19,DD,2016-03-10
ff80b5d8fbeed12d1ead13e072f1e3fd,CT,2016-01-12
5af36529f83840ee6c4d1c117f0e0eb2,CT,2016-03-02
36f9977e892c663f7c324ff3239f2bf8,CT,2016-01-15
2bc27ea3794fa287b79694f79a29bad3,DT,2016-10-11
c243c1a330dffe0f4dd57a2aa44b1b2d,CT,2016-05-02
7b9bb9cb10a4bd2d31ac2c0914d9fcaf,CT,2016-01-25
11747a2d05387525dc402bd4b569e9d3,PT,2016-02-09
3df2f5b19b1b6a746d26e21b76140ac0,CT,2016-02-03
d29136931c58f1d22d6455e2f35bb93d,CT,2016-02-02
bbeb29a740d90db0935acac2b90dc981,CT,2016-04-07
7bb6dc90b770275b6e9407e49a192504,PT,2016-03-02
e8d14dc71754b21b9a36fe06a2eb1883,FT,2016-09-02
72b6f13bf22e05a1928b4280d533618f,PT,2016-02-12
191a5a33cbb4d32afd7b3d74ea333d1d,PT,2016-02-13
5bf5689459f1b165159fcab3bde385a0,CT,2016-02-10
e6af876260bb73dcb979712777477baa,PT,2016-03-08
7700b62e2035dd9bc25d94e5d5c7f8ec,DD,2016-09-14
a4394ae75d65c5ff89517e0bb8745850,PT,2016-02-08
319242501767ee4e8dce307bac96ca11,DT,2016-02-09
16102164d57657c610db9069c4952da8,FT,2016-03-11
731f6b3e039b10158a0d305e398ff828,CT,2016-01-26
9e90af21d087e338c0799e055063ecfb,CT,2016-02-03
2699519c989d286069b2ca5f4dae1ed9,CT,2016-02-25
d1e57efc65ffb769ed20b67a5f6c32e3,CT,2016-03-11
107528d094284bc941d7ec077e90f890,PT,2016-01-23
c2c36b94760ac636aaba034437ce3169,FT,2016-02-03
4e8ec97716e8465e39f9fc816f1a71cc,CT,2016-03-15
6371edb925dc4442c6fd0c17bd864e58,DD,2016-07-01
0c00de0db758ad6b6231087974033ffc,PT,2016-02-21
bc07b2dfc79d06e5af16569e54c3ae27,FT,2016-03-03
b7ffd585886f095a1e7b98bb6d6f7664,PT,2016-01-28
8757efc65ff26b17ec175a89ebacda77,CT,2016-02-09
ebc0a71ab3eeebe494bc87bd7f624091,CT,2016-01-19
80a419f3cb3f1fbc000c8e6a213ed219,CT,2016-02-17
17faf974bb8e46e133609f45d44e3148,CT,2016-01-26
56ceb9162d5bff010d4618bcab82b714,DD,2016-02-23
d360ed929171b2c7f4cefd73b356a932,FT,2016-02-17
d97585241c0bec33de1cefac32007eaf,PT,2016-02-14
80f99795f3a352dd87b6e7d1315939aa,CT,2016-01-28
ecfbd5c462d66570d84ff29c945dcf7b,PT,2016-01-28
0033e7ba71867380503be02bf5debe33,DD,2016-11-14
ea34ff733506c0f5c7203aa10d2e9228,CT,2016-01-28
075260ab9475fc0a32421bd2de4dc365,FT,2016-05-13
9dbad6f0dde540ed6d6679df375b5a39,DD,2016-04-04
dfd227865932ed4ffb76ec29179758a0,CT,2016-02-03
5cc0cd964669eb604356c7440fdacb5d,PT,2016-02-13
2fc3b719efb2f9e77ae95c58f810c75a,DD,2016-02-08
43889888264cd050c388fc02b1602bfa,PT,2016-04-22
4418696456d559b3be28f82ae9709f1d,FT,2016-02-29
460e779dc1a1024f8d22f09024df8602,CT,2016-03-15
88d1a510b614a718d5424a9148fad87f,CT,2016-02-04
f8c213c4a65fc91383388c565a6f4866,FT,2016-01-21
7f9a39848675469e09fbf43ece0908c6,PT,2016-01-30
4a577ccc7a1350df19e830c0cd152f8b,DT,2016-02-22
59238fa2014dd9b59e1a9965bf1022e4,FT,2016-02-23
f70e4036365ab94fac069114ab282828,CT,2016-01-22
985308c31b49820c5a03c85d67946a0f,FT,2016-01-13
3c25addd84e63d0ca3b1deac634a2049,CT,2016-02-10
a6daa67711fbd037ac052c524923b861,DT,2016-04-03
2f05ebac34aba3e0f91c21026c83df86,DT,2016-04-25
e8762f1d3014113d074645c496dfa254,FT,2016-01-27
f7f37ecabb1c62b12eb1cdd96d8a6a8b,DT,2016-03-15
1929928d031f8cebf6fa9c91fa1f6a2c,DD,2016-07-01
d8447dbc2f034b2b65b344b0765562a8,CT,2016-01-26
c593d22c820885c5916912697f295d46,CT,2016-01-27
a2daf4e42f25c195046c40dd06a598b2,DD,2016-03-23
ca42ded463bfb744c2438040e2f52536,DT,2016-04-22
02ba522b20273a7d6eea592a393273e0,DT,2016-06-17
1f0eafbc417c3ecd580415628e5eed33,CT,2016-02-02
46ff2629b8d52d130608a66c18df55e2,PT,2016-03-31
35f46a0adc92dd8942c7a4cc3c29e889,CT,2016-01-26
a0d1e9c91c67328cee4542bec1a7005f,FT,2016-02-25
d621314472f5ff796e27d3fbdd46cb57,CT,2016-03-03
436de6ee9f6b512e05352d34e2389323,CT,2016-06-01
118b4cf0dd6b80b0fb4fd09326c3b796,PT,2016-02-16
10105772cd74f4f1174aebf94f6edecb,CT,2016-01-11
0c020e387548e0e5b78e9399415e1476,PT,2016-02-09
4794034953fc21234ae5fdf8ec6cf627,CT,2016-03-04
33d4d6db45f012c0066c1a6d3cb32cd0,DT,2016-03-15
bb5821c478d1493df518b96239b9d343,PT,2016-05-29
784dd77932044df422aa759fc2bf9a2e,DT,2016-03-09
321f2b6ed401c7dde79184b65db00eef,PT,2016-02-20
5530efa7813f3275ea3e7ea20121a3eb,PT,2016-02-18
075bef8417ef5d8495525e86936dcc82,PT,2016-02-24
d265af0e49660b8f70d38b19f6fd88af,DT,2016-08-12
d561a95247fd0c12c8b0467be5bd5344,FT,2016-07-16
e50b9f78bb48723973382b4a72f74d20,PT,2016-02-02
b947aa414c9f01d5069b2487bc9830a3,PT,2016-09-06
95fe0536ed539b99a2e006247056ae50,PT,2016-01-24
abe93115fe3c9193695762a159d1578d,PT,2016-02-26
c56710575b3c2473b2368835ef5d8b35,DD,2016-09-22
aa4426bfe6c2624273e1f4705026fca9,DD,2016-02-10
f7211e5b82956b3a5a33ecad78b24dff,CT,2016-02-03
d3433b928dbb0289992c7bf6938db52f,DT,2016-03-22
837d03bff1edf76ff5e1ed05290d34bd,DT,2016-04-21
772981f59dbeed2fa17e1a3cf6589824,PT,2016-08-13
162338c67b79545d5185aac1c4ce96b2,DD,2016-03-14
97711e7accd2a0764aed804fe4e4383c,PT,2016-02-12
5cccbd356020368098ed38277eff1244,FT,2016-02-06
c338b8067865ad9dbb53e33237433575,DT,2016-07-05
49c1f49c0480d4d10e18dff86dfce8ff,PT,2016-02-12
2cb8953ede8baab6416db58c4f20f084,DT,2016-04-23
34407e561e5f07c2f85ae75cf42201a1,DD,2016-09-13
7919bca4874cb73c8aeed6c564534470,PT,2016-02-12
6864a850017b0e5c0e53a734fc1b2af6,FT,2016-04-21
42595080229a6f04adfda6313496f885,CT,2016-03-19
df3632a5ce5a67f7c90f726dffb32f11,PT,2016-02-16
a0f8c5813fca607f1015166d2dd0549d,PT,2016-01-23
a83b19aa7e56d40291f107f0811cbf80,DT,2016-02-23
ab7663860cea32b08cb69f29500381ce,PT,2016-05-04
8a0f94303f16c1ac1d5efb7e14829bf2,PT,2016-01-19
de11b30e305df127bce91e4cecf16adf,PT,2016-01-31
fe3ada950a6c0221bf38574ca73c3bff,DT,2016-02-05
b47b41c36be3709633442d99ea16d18c,CT,2016-01-28
b84adb0282a92124da65f848aaff4856,PT,2016-01-27
e81286a818b42976afecd9458d7810fb,FT,2016-11-22
223e4b8260891e99effaf8579440e30e,CT,2016-02-15
16e9b64bf3b32c339b0813796e6c85c8,CT,2016-11-24
0f41cf5e6c46051d61f60541f5b9901c,DT,2016-02-16
cfa157549cac49ff6e94364ee36325f2,CT,2016-02-05
10d7bd82f2d6c92c597fbed72a2f46ce,FT,2016-01-21
b6ecffafbd0fb03a05201bffc45e6918,DT,2016-04-02
6c6882afc29fc6e55099bd0226c851b6,CT,2016-02-02
df7f93c2017776d8e60718e50c029cc4,DD,2016-07-01
5ecaa020fddd505e0f7c8a08559dfd00,PT,2016-02-06
0f56823393199323efbc699573cc1bd5,DT,2016-03-01
67b7c14e2dd68fafe5abdc2767bc21f2,FT,2016-02-20
1b02425a4981a851426732b04f247e9f,FT,2016-04-18
8e51671cff329f9d6dbeaadeebd71bc2,DD,2016-02-10
67bc8632aa65f687eb3e5e93e30916c8,FT,2016-08-20
4413ae6579c6af5d1bd0cc06494e9388,PT,2016-02-18
623c1c4934b61615bd99647239ea3574,CT,2016-04-22
5fd23997fa489b2798ab8e605e4b9e55,DD,2016-02-09
79bc376c66236700b0e377f88ee7ad8a,PT,2016-02-24
1d973365aabaca7a9840e75b14e258df,PT,2016-01-18
9e93e0c0816a3b14c8bcee5282dc1af6,CT,2016-01-19
201b54ab9618e4a517fab5dc008000a8,CT,2016-03-11
6b85fc7e3000b46bd0880fcb9069c422,PT,2016-02-27
f8a2db5066cfa6a7293bf30a493091d1,DT,2016-02-16
49daa9761e361f0b27de87097cafc50a,FT,2016-03-05
92eb522663886eda4cf06fb6376159dc,PT,2016-01-22
dc4309fef7b7aa4a78f53fc567b34c00,DD,2016-03-16
4079226465f29ac82b4de0857cf5fec9,CT,2016-01-08
12db0bd964f0751d0d128d13c980401c,FT,2016-03-27
5f214d66b8e2297d720c77e790610604,PT,2016-03-02
aa7d0ef0d4fd07f71715a462fb01ea47,DT,2016-02-04
8d5039dd7046a75fb5f7f5ee144491ba,FT,2016-08-05
fcbc9be9a0d33dc8ee001b2dacaf3486,DT,2016-05-06
8e3010766d44a1f6127f3aa855255392,CT,2016-01-29
17eaa2a208e954106847f799a1659e6d,DD,2016-02-16
86abff13a76a0e69d5fefa6157d2d8b7,PT,2016-03-24
129637b0dbc2759fc62fb9575a8835e2,DT,2016-09-20
2000fe9d813e857975976b459367e2f6,PT,2016-04-28
081a5846acb3b7e9f0664a0668e0a197,DT,2016-03-14
e57dc82749fbb3adcdadb42cfd27393c,DT,2016-01-12
a0dbf097767dc6f6874e9526597759be,CT,2016-02-08
857bae8761f3ae61304d5565e7461e02,CT,2016-04-08
718f586b2aec739f8383614f671b9a37,CT,2016-01-13
7fd60c48d6827445477f58a2dd58141a,CT,2016-03-02
5320a89ccacffa1c0f3aeab44e76f08a,DT,2016-02-20
2d85108823c96525120c53be664e41be,FT,2016-05-22
df00ed32378a75855c0915ec6951c1a5,CT,2016-04-01
6eb673751b804e42e5a6251000d56d35,DT,2016-02-17
45898b4a0a6791e018e7183808bc82ba,PT,2016-01-15
d241ca586d68993828605a332c5527eb,DT,2016-05-02
9666940e266f504af3205bd79765abb7,PT,2016-02-03
12373dfc67cf73cfd26620856e9998ee,FT,2016-03-20
41eb1fc617eefafda6845cca12fef0ca,DD,2016-03-21
1779fb21a3f82ec9d7371b53ee558605,CT,2016-01-26
c2df76d14da5bbce062fb61d0aabf302,CT,2016-02-10
c8749f9e5b3350cc00748bcbba48f9f6,CT,2016-07-01
7cdb786b264ddd92dcc0099ae7076f90,FT,2016-01-18
d507ccb3d05a0f8b2e56fa92330eed27,CT,2016-01-25
61c5764c2b937f0944accb7d0635d708,CT,2016-02-10
5941d7ed2db46a6d59b842455100b653,DT,2016-07-27
6772cef3699ffdb39b859bbbb8ca06ec,PT,2016-01-22
cd55c57bce3dd5627fbced30b09be59e,FT,2016-01-22
8a795d0ffe598cb89e9a1a26a1234e1b,PT,2016-03-11
91b084a9999447b1b9ce2fdf8b9822dc,PT,2016-01-18
10ab6ff238a731563dea4ab74420c5f4,CT,2016-01-07
29f8f0713580e0890bc46cab68e787fb,PT,2016-01-27
8603add21ff1c28acda5d62d5aae691d,CT,2016-03-18
eae3b9f2ce77a7612077768c7dd53d66,PT,2016-05-05
cc9b3c79c8c24fe44a849526c9d6fd01,CT,2016-02-19
1b7286594ab541e2eb5638b793e8f997,DD,2016-04-01
2f00531206097536cf231cd4300da6f3,DT,2016-04-29
7d713b241ee488609eef0e30ff448de5,FT,2016-03-15
802a414599df5683e53a9d3e9a3c7e1d,PT,2016-01-14
c4cb32250775c1bde8d4aab17eab279f,DD,2016-09-13
388f8fa5c318abd3da42a95ab68297c4,FT,2016-01-14
548ac7be38c1d1c28caf93bee7db8017,PT,2016-01-27
745ec5db505324de2495364660431d38,DD,2016-05-17
02bc2d2b5d5d95affe0d0b30730bbf65,PT,2016-01-28
df29130dc99257f49702b5f2b90f7eb0,PT,2016-05-16
50000fd67c9fe853aa2564bb7a4d6832,CT,2016-08-22
b29c5ff7cd80f6f7629013d38688656f,PT,2016-01-09
c8e764c0136f73312daa1391694a7492,CT,2016-03-02
3de5dbb827075adaa6b3108cfae3db6b,DT,2016-05-09
c2fea83589389e2d1f1d8ba504c670bb,CT,2016-03-09
bb5f1ea71b5a77403a459bc5aa6f0362,DT,2016-06-04
16b3dcf25dec054ffdb909a8e12ccc63,PT,2016-02-29
609b1a4e23bb97e95d3d61705d6ddc42,CT,2016-01-18
65677364a8aa9fbbf267c199c4a99b7b,PT,2016-03-16
f0210df80ffc856eec953265c4f12f43,PT,2016-01-26
beb934bc64e82d715adf77ad43be9314,FT,2016-02-05
9aa2e2e297c5e5bf672b1f45e8801e85,PT,2016-01-27
ccd34ad00d413c11c070593851966a91,DD,2016-07-14
a53aee86b81375bc13997629f82c3d0d,DT,2016-07-08
549874470da6b3360585b4bc98d64348,DT,2016-01-27
7b9efc7c7c63928637712c29f5f0b907,FT,2016-04-08
fe73f40a19385b04d40b63ca9bbeb3e9,CT,2016-03-14
e732ddb4f2ce3e4deb115d3a043590a2,CT,2016-01-26
8435a59324dc330356eeb7ded22d818d,CT,2016-03-14
068a1a7de8de4c268664242fe4356ecb,CT,2016-01-15
03c84ee208f7be6ec56c06ae76f7527a,CT,2016-01-07
29f4657f00b6d71aadd7fa40258e33ba,DD,2016-08-29
c73757496aa38f592fef50ae87ba7439,FT,2016-02-19
6c1b954261db328de600bf4959bfdd52,PT,2016-02-24
10caba7557b9e9e0e892e689767ceb3c,CT,2016-01-22
d4f0b27aeeb0d45a9a4b5f8e3fdcbbe0,CT,2016-02-02
1a92f92e664f21e2631c85548fd13f51,FT,2016-03-31
801df27ecf2fb9deaa154327b115f96e,PT,2016-01-25
6fd90c0d7eb3acea82bef32096670c63,DT,2016-07-11
2472b12d7a82287cb64ee5e2b1a9182f,CT,2016-01-12
6a2dfb255c72543b61a021416b95da09,CT,2016-01-18
a151ee12ab08b69d88287294528ee637,PT,2016-06-03
e932a5e7e655da63b786763783518ea7,CT,2016-02-02
8670a485b4684e70e1b81a818cb45e33,DT,2016-02-29
d6b726c21d057fd835140fc41aa93768,PT,2016-03-24
947d19c5d2a1eee25973d52c45d54e0c,CT,2016-01-19
df31a5e8ea0d91a9f75fa3b40d8716d6,PT,2016-03-02
bfe93a2c5abdc6257bc76ee7d1cefff1,FT,2016-05-25
5722f73b3ed73cc4e38bf21073b566dc,PT,2016-02-19
fb55041871cc8f2e01203d69bbb48ca2,DT,2016-06-01
63d326c2b59a711e5b4652e755b7af43,DT,2016-02-28
edb58c3fb5df0651e10ae64051154f92,PT,2016-01-27
295d4a7688731e929c7c772b303d42e0,FT,2016-04-11
6a6acced24aedab574a5d179e93b7b96,PT,2016-03-02
0fdef3fca8e51414d0b5fdb68a840ee2,PT,2016-02-16
ba704bd4068095c76fa30dad7e960ad5,FT,2016-02-04
4e426644ed2fae0068ccb0075691856e,CT,2016-02-01
4aee97e0d4e32a9e1b8c2ac559c54c62,DT,2016-05-24
6341ff6068c9d0121599970037cc9731,PT,2016-02-04
2b3a414fd077b5c8de5b796e3af6898d,CT,2016-05-31
27d8150c9a6270e2fed9169660904308,PT,2016-03-18
70f3d80a47e7587cd5bd0ae52048a306,PT,2016-02-11
82e27d6a46bd2ecc61c10f7e42d3e080,DT,2016-06-01
1df85c9264c3ad30a8bceddd1110c0cc,DT,2016-02-12
380d6867a53b8269516301b7aa45f0d0,DT,2016-02-03
e33ed70da4307f1da609ed1f942fe1f9,FT,2016-03-04
9541500e8389abd9b91424b064f60dbc,CT,2016-01-28
c8894386ccc2ee33511a71439119f10d,PT,2016-02-26
08f625cacdbc1026a24a343138919c59,PT,2016-02-17
b39a71cb78aa74f74624a8d0c2484156,DT,2016-03-08
0ddcd4d4a1ec0d8afc9fb37ad8b7315a,DT,2016-03-14
2c799318ac8b5096a536b47132e0b4a8,PT,2016-07-08
ed3bfd4416dda46afacbfa8b826be65d,PT,2016-06-22
e9693379a6c35067a2f6156bef620326,PT,2016-01-21
7ffe647d08838772ed2eddf126c1e7f2,CT,2016-01-12
b0ccd08cc98496c7ca1f00f36267e763,CT,2016-01-18
0644123bc980a3b2807dd2e0dc4eca01,CT,2016-01-12
f1433764f95654e80b296f971b507a2b,PT,2016-03-26
